prev_idx,later_idx,prev_year,later_year,prev_distance_raw_m,later_distance_raw_m,prev_distance_corrected_m,later_distance_corrected_m,delta_distance_m,prev_depth_percent,later_depth_percent,prev_length_mm,later_length_mm,prev_width_mm,later_width_mm,score,reason_flags,years,depth_rate,length_rate,width_rate,growth_flag
24,81,2015,2022,302.227488,213.4730808,302.227488,275.1902767018648,-27.03721129813522,,,,12209.9832,,,37.03721129813522,,7,,,,
25,150,2015,2022,718.9683360000001,573.96888,718.9683360000001,693.8584834425666,-25.109852557433555,,,,12245.949600000002,,,35.109852557433555,,7,,,,
26,231,2015,2022,876.2329440000001,716.6070504,876.2329440000001,838.2792479999989,-37.95369600000117,,,,12266.980800000001,,,47.95369600000117,,7,,,,
29,286,2015,2022,1587.2094240000001,1385.2480296,1587.2094240000001,1546.9048842531797,-40.30453974682041,,22.0,,12270.0288,,220.97999999999996,50.30453974682041,,7,,,,
31,394,2015,2022,2225.978784,1979.3599224,2225.978784,2268.0975955880276,42.11881158802771,,14.0,,12189.8664,,55.88,52.28881158802771,,7,,,,
30,395,2015,2022,2225.372232,1979.701908,2225.372232,2268.4393845118893,43.06715251188916,,13.0,,12189.8664,,86.36,53.19215251188916,,7,,,,
32,427,2015,2022,2550.17016,2172.247116,2550.17016,2508.333311999999,-41.83684800000128,,,,12259.9704,,,51.83684800000128,,7,,,,
33,486,2015,2022,2840.056296,2439.5530584000003,2840.056296,2854.594147071477,14.53785107147678,,,,12259.9704,,,24.53785107147678,,7,,,,
34,487,2015,2022,2870.883768,2450.976048,2870.883768,2865.887539926589,-4.996228073411203,,,,12323.064,,,14.996228073411203,,7,,,,
42,488,2015,2022,2883.4110480000004,2511.5791272,2883.4110480000004,2904.678226654601,21.267178654600684,39.0,,36.068,12192.914400000001,45.974,,1247.111818654601,,7,,1736.692342857143,,
43,490,2015,2022,2982.0473760000004,2586.4889088,2982.0473760000004,2981.1728122600653,-0.8745637399351835,,,,12263.932799999999,,,10.874563739935184,,7,,,,
44,491,2015,2022,2998.579728,2600.5630488000006,2998.579728,2984.6640715819694,-13.915656418030721,,,,12231.9288,,,23.91565641803072,,7,,,,
48,492,2015,2022,3001.2497760000006,2645.1470592,3001.2497760000006,3023.381124599017,22.13134859901629,,16.0,,12273.0768,,58.419999999999995,32.13134859901629,,7,,,,
50,505,2015,2022,3188.2384800000004,2702.9371392000003,3188.2384800000004,3150.175056000002,-38.06342399999858,,,,12159.996000000001,,,48.06342399999858,,7,,,,
55,507,2015,2022,3226.2318,2719.702968,3226.2318,3182.1617563281347,-44.07004367186528,13.0,26.0,20.066,12176.1504,29.971999999999998,35.559999999999995,1273.2722836718654,,7,1.8571428571428572,1736.5834857142856,0.7982857142857139,
70,508,2015,2022,3228.999384,2726.1028536,3228.999384,3188.5845518748342,-40.41483212516596,,,,12176.1504,,,50.41483212516596,,7,,,,
75,509,2015,2022,3230.029608,2752.3059000000003,3230.029608,3215.3869072864577,-14.642700713542126,,,,12245.949600000002,,,24.642700713542126,,7,,,,
78,515,2015,2022,3278.4044160000003,2825.5188600000006,3278.4044160000003,3306.4209391239738,28.016523123973457,20.0,,45.72,12206.9352,73.406,,1254.1380431239736,,7,,1737.3164571428572,,
79,516,2015,2022,3278.5354800000005,2829.9530904,3278.5354800000005,3310.842897739268,32.30741773926775,10.0,,19.049999999999997,12270.0288,37.083999999999996,,1267.4052977392678,,7,,1750.1398285714288,,
80,517,2015,2022,3371.088,2846.16906,3371.088,3326.977534172868,-44.110465827131975,15.0,,9.906,12246.864,16.002,,1277.806265827132,,7,,1748.136857142857,,
81,549,2015,2022,3540.51108,2948.9960832,3540.51108,3497.537910899893,-42.97316910010704,10.0,,12.953999999999999,12233.148,36.068,,1274.992569100107,,7,,1745.742,,
82,558,2015,2022,3717.313368,3078.9000144,3717.313368,3684.8750687920074,-32.43829920799271,10.0,,56.13399999999999,12263.0184,40.894,,1263.1267392079928,,7,,1743.8406285714286,,
83,572,2015,2022,3787.798368,3177.8700984,3787.798368,3795.2756411345586,7.477273134558345,16.0,15.0,55.117999999999995,12256.922400000001,43.942,45.72,1228.8405131345585,,7,-0.14285714285714285,1743.1149142857143,0.25399999999999984,
84,576,2015,2022,3853.943016,3188.4649464000004,3853.943016,3805.806466354264,-48.13654964573607,,11.0,,12256.922400000001,,88.89999999999999,58.13654964573607,,7,,,,
85,601,2015,2022,4009.9213680000003,3295.9810128,4009.9213680000003,3964.8450095479343,-45.07635845206596,12.0,10.0,14.985999999999999,12337.084799999999,34.036,91.44,1285.2666384520658,,7,-0.2857142857142857,1760.2998285714282,8.200571428571427,
86,605,2015,2022,4009.9274640000003,3314.2699272,4009.9274640000003,3982.0285070369205,-27.898956963079854,24.0,,40.894,12209.9832,93.98,,1254.80787696308,,7,,1738.4413142857143,,
90,606,2015,2022,4085.2709760000002,3367.9558752000003,4085.2709760000002,4035.611716846556,-49.659259153444054,,,,12256.008000000002,,,59.659259153444054,,7,,,,
91,608,2015,2022,4151.016336,3451.7170488000006,4151.016336,4123.773979555999,-27.242356444000507,,14.0,,12246.864,,96.52,37.24235644400051,,7,,,,
95,616,2015,2022,4222.635192000001,3556.625856,4222.635192000001,4222.797223496385,0.16203149638477043,14.0,,32.004,12142.9272,20.066,,1221.2543514963847,,7,,1730.1318857142855,,
98,617,2015,2022,4278.657432,3574.1811168000004,4278.657432,4240.3708739916,-38.28655800839988,,12.0,,12189.8664,,60.959999999999994,48.28655800839988,,7,,,,
96,619,2015,2022,4222.677864,3578.1328488000004,4222.677864,4244.331893490549,21.654029490548965,14.0,,11.937999999999999,12189.8664,23.875999999999998,,1249.446869490549,,7,,1739.7040571428572,,
97,621,2015,2022,4267.815696000001,3590.5571064,4267.815696000001,4253.676335822833,-14.139360177167873,12.0,12.0,12.953999999999999,12263.932799999999,32.004,111.76,1247.4078401771678,,7,0.0,1750.1398285714283,11.393714285714285,
99,622,2015,2022,4323.700776000001,3627.5290416000003,4323.700776000001,4277.980295321371,-45.72048067862943,,,,12213.031200000001,,,55.72048067862943,,7,,,,
100,635,2015,2022,4459.492224,3730.3560648,4459.492224,4425.301537179056,-34.19068682094348,,,699.516,12195.9624,212.852,,1193.8353268209437,,7,,1642.3494857142857,,
107,638,2015,2022,4497.317904,3775.5960048,4497.317904,4472.960586942352,-24.357317057648288,12.0,,56.13399999999999,12202.972800000001,29.971999999999998,,1249.0411970576486,,7,,1735.262685714286,,
104,639,2015,2022,4496.821080000001,3776.283024,4496.821080000001,4473.644414375663,-23.176665624338057,16.0,,41.65599999999999,12202.972800000001,29.717999999999996,,1249.3083456243382,,7,,1737.3309714285715,,
108,659,2015,2022,4498.107336,3813.4549079999997,4498.107336,4499.6600528047875,1.552716804787451,11.0,13.0,23.875999999999998,12220.956000000002,51.053999999999995,88.89999999999999,1227.1653168047876,,7,0.2857142857142857,1742.4400000000003,5.406571428571428,
102,660,2015,2022,4496.360832,3814.7219616,4496.360832,4500.596082924055,4.235250924054526,29.0,16.0,21.081999999999997,12220.956000000002,35.05199999999999,63.5,1240.2524509240548,,7,-1.8571428571428572,1742.839142857143,4.064000000000001,
101,661,2015,2022,4496.293776,3815.6168544,4496.293776,4501.257180934679,4.963404934678692,29.0,12.0,18.034,12220.956000000002,29.971999999999998,60.959999999999994,1245.509404934679,,7,-2.4285714285714284,1743.2745714285718,4.426857142857142,
105,662,2015,2022,4496.91252,3824.5029936,4496.91252,4503.294489175218,6.381969175217819,22.0,,24.892,12195.9624,35.05199999999999,,1233.489009175218,,7,,1738.724342857143,,
117,663,2015,2022,4560.064032,3834.4059456000005,4560.064032,4516.00824,-44.05579200000011,,,,12259.9704,,,54.05579200000011,,7,,,,
121,664,2015,2022,4561.319808,3835.8921504000004,4561.319808,4528.209384000002,-33.1104239999986,,,,12259.9704,,,43.1104239999986,,7,,,,
132,665,2015,2022,4562.3286960000005,3836.3990328000004,4562.3286960000005,4540.401383999997,-21.92731200000344,,,,12259.9704,,,31.92731200000344,,7,,,,
119,666,2015,2022,4560.195096,3836.740104,4560.195096,4542.251520000002,-17.943575999998757,13.0,,32.004,12259.9704,36.068,,1240.9252159999987,,7,,1746.8523428571427,,
120,667,2015,2022,4560.289584,3853.0130712000005,4560.289584,4560.364671363248,0.0750873632478033,,,,12252.960000000001,,,10.075087363247803,,7,,,,
154,668,2015,2022,4564.3708560000005,3863.8959552000006,4564.3708560000005,4565.469028806539,1.0981728065389689,,,,4027.0175999999997,,,11.098172806538969,,7,,,,
172,669,2015,2022,4590.726912,3867.303924,4590.726912,4579.726680000003,-11.000231999996686,15.0,,21.081999999999997,8759.952,30.987999999999996,,885.1772319999966,,7,,1248.4099999999999,,
202,670,2015,2022,4604.391096,3868.2100944,4604.391096,4591.9278239999985,-12.46327200000178,14.0,,14.985999999999999,8759.952,33.019999999999996,,887.2048720000017,,7,,1249.280857142857,,
212,672,2015,2022,4660.596216,3870.6960432,4660.596216,4616.336208000001,-44.26000799999929,,,,8759.952,,,54.26000799999929,,7,,,,
214,673,2015,2022,4668.441768000001,3878.5089816,4668.441768000001,4635.967485129051,-32.47428287094954,,,,12196.8768,,,42.47428287094954,,7,,,,
215,674,2015,2022,4677.869232,3880.9120248,4677.869232,4640.680584000001,-37.188647999999375,,,,12196.8768,,,47.188647999999375,,7,,,,
218,675,2015,2022,4685.1082320000005,3882.4421208000003,4685.1082320000005,4652.671416000001,-32.43681599999945,,,,12196.8768,,,42.43681599999945,,7,,,,
221,676,2015,2022,4704.2588160000005,3884.7829848000006,4704.2588160000005,4654.4139827482395,-49.844833251760974,,,,12196.8768,,,59.844833251760974,,7,,,,
210,677,2015,2022,4655.954112,3888.6929592,4655.954112,4656.441530112821,0.4874181128207056,18.0,,38.099999999999994,12259.9704,132.07999999999998,,1232.6744581128207,,7,,1745.9814857142858,,
213,678,2015,2022,4662.108024,3933.3330528,4662.108024,4669.1110625947085,7.003038594708414,10.0,,35.05199999999999,12233.148,69.08800000000001,,1236.8126385947085,,7,,1742.5851428571427,,
220,679,2015,2022,4687.089432000001,3954.2249592000003,4687.089432000001,4677.931892025583,-9.157539974417887,19.0,17.0,17.018,12203.887200000001,28.955999999999996,78.74,1234.9128599744179,,7,-0.2857142857142857,1740.9813142857145,7.112,
219,680,2015,2022,4687.040664,3959.2099632,4687.040664,4679.527344,-7.5133200000000215,11.0,,22.098,12203.887200000001,61.97599999999999,,1225.86724,,7,,1740.2556000000002,,
222,681,2015,2022,4710.598656,3959.7351336,4710.598656,4683.651288000001,-26.947367999999187,21.0,,8.889999999999999,12203.887200000001,17.018,,1246.7020879999995,,7,,1742.1424571428574,,
209,683,2015,2022,4655.951064000001,3973.068,4655.951064000001,4702.564400246161,46.61333624616054,10.0,12.0,30.987999999999996,10892.9424,45.974,45.72,1135.1091762461608,,7,0.2857142857142857,1551.7077714285715,-0.03628571428571397,
211,684,2015,2022,4655.957160000001,3979.0841424,4655.957160000001,4704.529758780238,48.57259878023706,17.0,10.0,27.94,10892.9424,70.866,50.8,1144.119438780237,,7,-1.0,1552.1432,-2.866571428571429,
223,687,2015,2022,4725.960576,4020.3839328000004,4725.960576,4750.390451269441,24.429875269440345,13.0,21.0,18.034,12206.9352,42.925999999999995,76.19999999999999,1254.8423952694402,,7,1.1428571428571428,1741.2716,4.753428571428571,
225,688,2015,2022,4834.228584,4085.0929728,4834.228584,4823.44476,-10.783824000000095,,,,12256.008000000002,,,20.783824000000095,,7,,,,
226,694,2015,2022,4888.647576,4095.7960248,4888.647576,4901.002259084585,12.354683084584394,13.0,,8.889999999999999,4626.8640000000005,16.002,,484.15208308458443,,7,,659.7105714285715,,
229,697,2015,2022,5017.196976,4170.1721016,5017.196976,4979.488148299075,-37.70882770092521,36.0,17.0,19.049999999999997,11557.101600000002,49.022,68.58,1212.4897877009255,,7,-2.7142857142857144,1648.293085714286,2.794,
227,698,2015,2022,4991.926008,4170.244034400001,4991.926008,4979.564146610334,-12.361861389666046,11.0,21.0,17.018,11557.101600000002,36.068,40.64,1176.8524213896665,,7,1.4285714285714286,1648.5833714285716,0.6531428571428576,
257,709,2015,2022,5114.778696,4289.7061272,5114.778696,5157.17860174395,42.3999057439496,13.0,,12.953999999999999,4421.124000000001,34.036,,493.2169057439497,,7,,629.7385714285716,,
258,728,2015,2022,5325.797832,4383.600072,5325.797832,5279.847807893456,-45.95002410654433,,11.0,,12266.980800000001,,40.64,56.120024106544335,,7,,,,
261,729,2015,2022,5352.144744,4449.37896,5352.144744,5345.450370862057,-6.69437313794333,,,,12227.052,,,16.69437313794333,,7,,,,
260,731,2015,2022,5326.3373280000005,4449.4258992000005,5326.3373280000005,5345.497355701129,19.160027701128456,,16.0,,12227.052,,20.32,29.235027701128455,,7,,,,
259,732,2015,2022,5325.822216,4471.5299952000005,5325.822216,5356.98753952709,31.16532352709055,10.0,,24.892,12202.972800000001,96.01199999999999,212.852,1270.7874035270909,,7,,1739.7258285714288,16.691428571428574,
265,766,2015,2022,5551.499184000001,4553.11002,5551.499184000001,5507.521620272921,-43.97756372708045,31.0,31.0,21.081999999999997,1845.8688000000002,62.992,22.86,230.4844437270805,,7,0.0,260.6838285714286,-5.733142857142857,
264,797,2015,2022,5551.480896,4572.7610856,5551.480896,5549.910869462957,-1.5700265370433044,10.0,16.0,38.099999999999994,908.9136000000001,57.91199999999999,134.61999999999998,102.55218653704333,,7,0.8571428571428571,124.40194285714287,10.958285714285712,
262,800,2015,2022,5548.4176560000005,4573.962912,5548.4176560000005,5557.4043518672115,8.986695867210983,28.0,,42.925999999999995,1413.9672,162.814,,156.090815867211,,7,,195.8630285714286,,
263,801,2015,2022,5548.463376,4574.30886,5548.463376,5560.385813613277,11.922437613276998,12.0,26.0,17.018,1413.9672,19.049999999999997,160.01999999999998,179.739357613277,,7,2.0,199.56417142857143,20.138571428571424,
266,806,2015,2022,5624.584128,4575.5420808,5624.584128,5575.6247570931755,-48.959370906824915,23.0,,13.97,4005.9864000000002,27.94,,458.16101090682497,,7,,570.2880571428572,,
267,879,2015,2022,5742.291792000001,4672.815952800001,5742.291792000001,5701.7528658498595,-40.53892615014138,,,,3037.0272000000004,,,50.53892615014138,,7,,,,
272,880,2015,2022,5744.916120000001,4680.738924,5744.916120000001,5726.312863785919,-18.60325621408174,,,,2596.896,,,28.60325621408174,,7,,,,
273,881,2015,2022,5755.678608,4688.7731472000005,5755.678608,5743.554592271586,-12.124015728413724,,32.0,,3717.036,,66.03999999999999,22.124015728413724,,7,,,,
274,882,2015,2022,5772.8449439999995,4690.1499288,5772.8449439999995,5744.889037414022,-27.955906585977573,,,,3717.036,,,37.95590658597757,,7,,,,
269,885,2015,2022,5743.005024000001,4697.416056,5743.005024000001,5765.062311246762,22.057287246761007,54.0,,64.26199999999999,2919.9840000000004,460.756,,317.629487246761,,7,,407.96028571428576,,
271,887,2015,2022,5743.0476960000005,4699.592023200001,5743.0476960000005,5773.604792079808,30.557096079807707,18.0,15.0,11.937999999999999,3635.9592000000002,30.987999999999996,43.18,397.46841607980775,,7,-0.42857142857142855,517.7173142857143,1.7417142857142862,
268,890,2015,2022,5742.992832,4712.0028696,5742.992832,5790.604730997911,47.61189899791134,10.0,,35.05199999999999,12253.8744,113.03,,1279.4941389979115,,7,,1745.5460571428573,,
275,896,2015,2022,5889.805848,4763.3299704,5889.805848,5853.925227472075,-35.8806205279252,16.0,22.0,16.002,12202.972800000001,56.13399999999999,48.26,1261.4901005279253,,7,0.8571428571428571,1740.9958285714288,-1.1248571428571421,
276,897,2015,2022,5890.025304,4772.918978400001,5890.025304,5863.364302436607,-26.661001563392347,11.0,,11.937999999999999,12202.972800000001,23.114,,1255.7644815633926,,7,,1741.5764000000001,,
277,918,2015,2022,6158.063376,5030.112876,6158.063376,6121.303827398621,-36.75954860137881,10.0,17.0,10.921999999999999,12246.864,34.036,78.74,1271.9591486013787,,7,1.0,1747.9917142857141,6.386285714285713,
279,929,2015,2022,6206.892336,5079.0140736,6206.892336,6182.374943381619,-24.517392618380654,25.0,20.0,19.049999999999997,12266.066400000002,48.00599999999999,119.38,1261.4364326183809,,7,-0.7142857142857143,1749.5737714285717,10.196285714285713,
278,932,2015,2022,6206.834424000001,5103.392892000001,6206.834424000001,6206.731056133719,-0.10336786628158734,34.0,,50.291999999999994,12253.8744,42.672,,1230.4616078662818,,7,,1743.3689142857145,,
280,936,2015,2022,6230.867904000001,5103.8110776,6230.867904000001,6207.148368,-23.719536000000517,19.0,,30.987999999999996,12199.9248,53.08599999999999,,1250.6132160000006,,7,,1738.4195428571431,,
283,952,2015,2022,6478.31064,5312.3619432,6478.31064,6434.587080000001,-43.72355999999854,,,,12263.0184,,,53.72355999999854,,7,,,,
284,954,2015,2022,6495.3276240000005,5339.8990992,6495.3276240000005,6470.989991045797,-24.3376329542034,,,,12266.066400000002,,,34.3376329542034,,7,,,,
295,955,2015,2022,6496.019520000001,5340.4059816,6496.019520000001,6471.494838676027,-24.52468132397371,,,,12244.1208,,,34.52468132397371,,7,,,,
331,957,2015,2022,6519.995088000001,5380.178114400001,6519.995088000001,6532.251096,12.256007999999383,,,,9524.0856,,,22.256007999999383,,7,,,,
328,958,2015,2022,6519.47388,5380.7419944,6519.47388,6544.464432000008,24.990552000008392,,,,9524.0856,,,34.99055200000839,,7,,,,
336,960,2015,2022,6520.269408,5385.2701031999995,6520.269408,6569.263382030769,48.993974030769095,19.0,29.0,21.081999999999997,12224.003999999999,35.05199999999999,160.01999999999998,1291.912974030769,,7,1.4285714285714286,1743.2745714285713,17.852571428571427,
368,964,2015,2022,6740.542272000001,5562.778917600001,6740.542272000001,6776.862730683255,36.3204586832544,,23.0,,12249.912,,71.11999999999999,46.5104586832544,,7,,,,
363,965,2015,2022,6740.011920000001,5565.8330136,6740.011920000001,6789.63829691211,49.62637691210875,,25.0,,12227.966400000001,,66.03999999999999,59.77637691210875,,7,,,,
369,966,2015,2022,6813.560160000001,5637.4448592,6813.560160000001,6862.620768000001,49.060607999999775,10.0,,16.002,12295.936800000001,70.866,,1277.0740879999998,,7,,1754.2764000000002,,
372,967,2015,2022,6913.775352000001,5639.2191,6913.775352000001,6875.039931418301,-38.735420581699145,14.0,42.0,8.889999999999999,12210.897599999998,17.018,68.58,1292.107380581699,,7,4.0,1743.1439428571427,7.366,
377,968,2015,2022,7012.682952000001,5757.255948,7012.682952000001,6988.812201988534,-23.870750011466953,32.0,,36.068,10792.0536,39.37,,1109.569310011467,,7,,1536.5693714285715,,
416,979,2015,2022,7214.219760000001,5838.485148,7214.219760000001,7168.7161679999845,-45.5035920000164,10.0,,32.004,12196.8768,62.992,,1262.0908720000164,,7,,1737.8389714285713,,
434,986,2015,2022,7527.438336,6165.8961264,7527.438336,7529.811727428316,2.373391428315699,20.0,,57.91199999999999,12284.049600000002,33.019999999999996,,1234.9871514283159,,7,,1746.591085714286,,
436,996,2015,2022,7780.03524,6432.416904000001,7780.03524,7823.217841748428,43.18260174842817,10.0,25.0,19.049999999999997,12313.92,32.004,35.559999999999995,1288.0702017484284,,7,2.142857142857143,1756.41,0.5079999999999997,
438,997,2015,2022,7885.160760000001,6512.1989136,7885.160760000001,7886.347809493589,1.187049493588347,,,,12263.0184,,,11.187049493588347,,7,,,,
441,998,2015,2022,7935.532008,6512.5939344,7935.532008,7886.561159837792,-48.97084816220831,12.0,23.0,24.892,10643.9208,40.132,233.67999999999998,1141.4285281622085,,7,1.5714285714285714,1517.0041142857142,27.649714285714282,
439,1002,2015,2022,7886.739624000001,6512.885932800001,7886.739624000001,7886.897997444528,0.15837344452756952,14.0,,33.019999999999996,10643.9208,73.914,,1071.2484534445275,,7,,1515.8429714285714,,
440,1004,2015,2022,7898.017224000001,6520.2218592,7898.017224000001,7895.360427004983,-2.6567969950183397,11.0,,8.889999999999999,10643.9208,22.098,,1076.1598769950185,,7,,1519.2901142857143,,
442,1010,2015,2022,7950.519024000001,6550.193148,7950.519024000001,7948.557964107073,-1.9610598929284606,,,,12230.1,,,11.96105989292846,,7,,,,
444,1015,2015,2022,8063.258448,6640.879987200001,8063.258448,8034.372420176633,-28.88602782336693,12.0,,58.92799999999999,10063.886400000001,32.004,,1039.381867823367,,7,,1429.2797714285716,,
443,1022,2015,2022,8060.2074,6699.1699392,8060.2074,8102.573784609062,42.36638460906215,15.0,,10.921999999999999,12309.9576,18.034,,1282.2699446090621,,7,,1757.0050857142855,,
445,1033,2015,2022,8201.183496,6757.3090152,8201.183496,8160.508320106184,-40.67517589381532,,,,12263.0184,,,50.67517589381532,,7,,,,
450,1034,2015,2022,8201.296272,6757.472997600001,8201.296272,8160.6719275215755,-40.624344478424064,55.0,25.0,22.098,12263.0184,122.93599999999999,180.33999999999997,1300.5467844784241,,7,-4.285714285714286,1748.7029142857143,8.200571428571426,
449,1035,2015,2022,8201.290176,6757.583944800001,8201.290176,8160.782621014516,-40.5075549854846,13.0,14.0,16.002,12263.0184,29.971999999999998,66.03999999999999,1270.0759949854846,,7,0.14285714285714285,1749.5737714285715,5.152571428571428,
452,1036,2015,2022,8202.119232000001,6757.868932800001,8202.119232000001,8161.066957321934,-41.05227467806708,,,,12263.0184,,,51.05227467806708,,7,,,,
458,1037,2015,2022,8222.821248,6782.038963200001,8222.821248,8176.975050443933,-45.84619755606764,,11.0,,12273.0768,,50.8,55.84619755606764,,7,,,,
454,1040,2015,2022,8220.456,6845.946074400001,8220.456,8246.11453757581,25.658537575809532,10.0,12.0,23.875999999999998,12256.922400000001,52.06999999999999,83.82,1254.2481775758094,,7,0.2857142857142857,1747.5780571428572,4.535714285714286,
453,1041,2015,2022,8220.437712,6846.980870400001,8220.437712,8247.146683089948,26.708971089947227,14.0,13.0,13.97,12256.922400000001,19.049999999999997,60.959999999999994,1256.2352110899474,,7,-0.14285714285714285,1748.9932000000003,5.987142857142857,
462,1042,2015,2022,8225.122488,6849.935906400001,8225.122488,8250.09415017671,24.971662176709287,29.0,12.0,23.114,12256.922400000001,56.896,68.58,1266.6059021767096,,7,-2.4285714285714284,1747.6869142857145,1.6691428571428568,
460,1046,2015,2022,8225.061528,6855.5478840000005,8225.061528,8255.691753477531,30.630225477530985,11.0,19.0,13.97,12256.922400000001,29.971999999999998,33.019999999999996,1263.4952654775311,,7,1.1428571428571428,1748.9932000000003,0.43542857142857117,
464,1048,2015,2022,8316.367416,6879.7919808,8316.367416,8279.948383566352,-36.41903243364686,13.0,15.0,30.987999999999996,12258.1416,54.102,137.16,1269.680192433647,,7,0.2857142857142857,1746.7362285714287,11.86542857142857,
466,1050,2015,2022,8338.255104,6931.4168712,8338.255104,8335.214969387252,-3.0401346127473516,11.0,22.0,12.953999999999999,12226.137600000002,28.955999999999996,33.019999999999996,1235.8598946127477,,7,1.5714285714285714,1744.7405142857147,0.5805714285714286,
467,1053,2015,2022,8386.590288000001,6971.136883200001,8386.590288000001,8374.812626404198,-11.777661595802783,12.0,11.0,16.002,12199.9248,27.94,71.11999999999999,1235.752941595803,,7,-0.14285714285714285,1740.5604,6.168571428571427,
472,1088,2015,2022,8532.062184,7081.4049888,8532.062184,8484.855235939105,-47.20694806089523,11.0,13.0,16.002,12231.9288,32.004,50.8,1272.789228060895,,7,0.2857142857142857,1745.1324,2.685142857142857,
473,1089,2015,2022,8535.320496,7082.9329512,8535.320496,8486.381485163372,-48.93901083662786,,17.0,,12231.9288,,43.18,58.93901083662786,,7,,,,
471,1090,2015,2022,8531.973792,7083.1310712,8531.973792,8486.57938302808,-45.39440897192071,24.0,15.0,18.034,12231.9288,32.004,27.94,1276.255288971921,,7,-1.2857142857142858,1744.8421142857144,-0.5805714285714281,
470,1107,2015,2022,8530.687536,7166.296056000001,8530.687536,8563.50311484664,32.815578846641074,23.0,,44.196,12238.9392,62.230000000000004,,1262.289898846641,,7,,1742.1061714285715,,
476,1120,2015,2022,8739.966264,7243.8530256,8739.966264,8721.459325838225,-18.506938161775906,12.0,,26.924,8489.8992,54.102,,874.8044581617759,,7,,1208.996457142857,,
475,1121,2015,2022,8739.920544,7243.8530256,8739.920544,8721.459325838225,-18.461218161775832,12.0,,17.018,8489.8992,26.924,,875.7493381617759,,7,,1210.4116,,
477,1129,2015,2022,8792.04744,7268.245864800001,8792.04744,8746.094424293113,-45.95301570688753,,,,12253.8744,,,55.95301570688753,,7,,,,
478,1130,2015,2022,8795.101536,7269.0099984,8795.101536,8746.856073353625,-48.24546264637502,,,,12196.8768,,,58.24546264637502,,7,,,,
482,1134,2015,2022,8795.909256,7293.490010400001,8795.909256,8807.920557939167,12.011301939166515,,21.0,,12174.9312,,60.959999999999994,22.276301939166515,,7,,,,
479,1136,2015,2022,8795.668464,7298.599982400001,8795.668464,8813.050358344724,17.38189434472406,46.0,15.0,43.942,12174.9312,60.959999999999994,58.419999999999995,1261.974814344724,,7,-4.428571428571429,1732.9984571428574,-0.3628571428571427,
481,1137,2015,2022,8795.680656,7300.566856800001,8795.680656,8815.024864877207,19.344208877206256,57.0,18.0,26.924,12174.9312,65.024,50.8,1274.6123288772062,,7,-5.571428571428571,1735.4296,-2.0320000000000005,outlier_rate
